tiers_key,ca,TOTMVTC,TOTMVTD,TOTMVTCnet,TOTMVTDnet,ENG,MontImp,encours,Encours_Moyen_Debiteur,Encours_Moyen_crediteur,NBECHEANCE,Code_Classe,Code_Profession,Profession,Code_Activite_Economique,Activite_Economique,Code_secteur_activite,Secteur_Activite,Ville,ancienneté,Cluster
174,139474.073,0.0,-274.96,0.0,-261.17,0,0.0,0.0,1420.500876,364.190342,134.0579981290926,1.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,HAB99,TRANSPORTS FERROVIAIRES DE FRET,HA,TRANSPORTS ET ENTREPOSAGE,BAB BHAR,66,0
370,139474.073,0.0,-483.78,0.0,-450.69,0,0.0,0.0,2311.483331,364.190342,134.0579981290926,1.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCG99,AUTRES COMMERCES DE DETAIL DE BIENS NEUFS EN MAGASIN SPECIALISE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,TUNIS,32,0
481,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,1832.3621925,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,DAA04,COMMERCE D'ELECTRICITE,DA,"PRODUCTION ET DISTRIBUTION D'ELECTRICITE, DE GAZ, DE VAPEUR ET D'AIR CONDITIONNE",TUNIS BELVEDERE,24,0
578,139474.073,0.0,-362.46,0.0,-341.15,0,0.0,0.0,1500.732704,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CWA01,FABRICATION DE MEUBLES DE BUREAU ET DE MAGASIN,CW,INDUSTRIE MANUFACTURIERE,TUNIS BELVEDERE,32,0
633,3171.408,3224.32,-7610.75,3224.32,-7610.75,0,0.0,0.0,1832.3621925,1940.856057,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBG05,COMMERCE DE GROS DE QUINCAILLERIE ET FOURNITURES POUR PLOMBERIE ET CHAUFFAGE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,REPUBLIQUE,32,0
707,139474.073,0.0,-385.77,0.0,-362.2,0,0.0,0.0,1656.488616,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,MCA01,ACTIVITES D'ARCHITECTURE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,REPUBLIQUE,66,0
881,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,"12559,434",12559.434,0.0,1832.3621925,0.0,1.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,IAA99,HOTELS ET HEBERGEMENT SIMILAIRE,IA,HEBERGEMENT ET RESTAURATION,TUNIS BELVEDERE,66,0
990,139474.073,0.0,-119.66,0.0,-116.39,0,0.0,0.0,349.416767,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,MBB99,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,MB,"ACTIVITES SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES",REPUBLIQUE,32,0
1036,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,"56678,252",0.0,0.0,1832.3621925,0.0,4.0,4.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CPE02,FONDERIE D'ACIER,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,TUNIS,66,0
1135,139474.073,0.0,-1808.78,0.0,-1568.7,0,0.0,0.0,13400.44055,364.190342,134.0579981290926,2.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CTA02,FABRICATION D'EQUIPEMENTS HYDRAULIQUES ET PNEUMATIQUES,CT,INDUSTRIE MANUFACTURIERE,MEGRINE,66,0
1186,862137.969,633964.1,-846189.55,633964.1,-844494.66,0,0.0,0.0,1832.3621925,225959.176079,134.0579981290926,0.0,P0999,AUTRES ENTREPRENEURS INDIVIDUELS ARTISANS,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,JAAFAR 1,12,1
1399,139474.073,0.0,-140.73,0.0,-136.03,0,0.0,0.0,494.707745,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,ACA01,PECHE EN MER,AC,"AGRICULTURE, SYLVICULTURE ET PECHE",CEDEX FRANCE,66,0
1443,139474.073,0.0,-78.08,0.0,-77.63,0,0.0,0.0,62.669871,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CAF01,MEUNERIE,CA,INDUSTRIE MANUFACTURIERE,REPUBLIQUE,66,0
1608,2190319.876,2191149.36,-2110599.26,2191149.36,-2102967.3,0,0.0,0.0,56435.603531,10088.561284,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,HAD02,SERVICES DE DEMENAGEMENT,HA,TRANSPORTS ET ENTREPOSAGE,TUNIS BELVEDERE,7,0
1615,139474.073,0.0,-250.79,0.0,-240.32,1657,0.0,1657.0,754.329904,364.190342,134.0579981290926,1.0,P1499,AUTRES CADRES SALARIES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,MONFLEURY,53,1
1714,139474.073,0.0,-240.26,0.0,-228.82,0,0.0,0.0,1181.178523,364.190342,134.0579981290926,1.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,COF01,FABRICATION D'ELEMENTS EN BETON POUR LA CONSTRUCTION,CO,INDUSTRIE MANUFACTURIERE,HABIB THAMEUR,66,0
1847,2933181.84,2975072.68,-2937300.44,2975063.54,-2934193.61,0,0.0,0.0,150.169873,187379.878939,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,NFD99,AUTRES ACTIVITES DE SOUTIEN AUX ENTREPRISES N.C.A.,NF,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,BAB BHAR,4,0
1867,139474.073,0.0,-8142.09,0.0,-8085.44,0,0.0,0.0,1832.3621925,8111.047926,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAA01,CULTURE DE CEREALES (À L'EXCEPTION DU RIZ),AA,"AGRICULTURE, SYLVICULTURE ET PECHE",BORJ ALI ERRAIS,15,0
1935,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,774.191101,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB99,AUTRES CULTURES PERMANENTES,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",BAB BHAR,66,0
2067,57641405.181,59516148.12,-58882911.85,59515999.37,-58882032.47,"889583,81",0.0,0.0,1832.3621925,4039765.761435,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CJA02,AUTRE IMPRIMERIE (LABEUR),CJ,INDUSTRIE MANUFACTURIERE,RADES,11,0
2109,65701090.468,74257348.52,-67576204.69,69257348.52,-67549401.87,"36282919,726",0.0,0.0,1789918.225772,1288153.884106,59.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,HAA99,TRANSPORT FERROVIAIRE INTERURBAIN DE VOYAGEURS,HA,TRANSPORTS ET ENTREPOSAGE,BAB BHAR,6,0
2120,139474.073,0.0,-220.45,0.0,-210.36,0,0.0,0.0,1044.592545,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB99,AUTRES CULTURES PERMANENTES,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",TUNIS BELVEDERE,66,0
2164,139474.073,0.0,-341.1,0.0,-321.86,0,0.0,0.0,1357.904605,364.190342,134.0579981290926,0.0,P9904,SANS PROFESSION,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,TUNIS BELVEDERE,66,1
2265,13305269.347,28304507.96,-27667979.31,18498153.96,-27654280.87,"25134064,68",0.0,0.0,3279.380526,428787.114,272.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FAA99,PROMOTION IMMOBILIERE,FA,CONSTRUCTION,BAB BHAR,3,0
2428,139474.073,0.0,-98.59,0.0,-96.16,0,0.0,0.0,262.395345,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBG07,COMMERCE DE GROS D'AUTRES PRODUITS INTERMEDIAIRES,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,MEGRINE,66,0
2477,139474.073,0.0,-151.95,0.0,-146.5,0,0.0,0.0,572.18683,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,KCB02,ACTIVITES DES AGENTS ET COURTIERS D'ASSURANCES,KC,ACTIVITES FINANCIERES ET D'ASSURANCE,HABIB THAMEUR,64,0
2836,487332773.18,489823261.51,-505691503.69,489823236.51,-505688943.23,"20151919,629",0.0,0.0,1832.3621925,43612781.205093,66.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CDA99,FABRICATION DE PRODUITS À BASE DE TABAC,CD,INDUSTRIE MANUFACTURIERE,REPUBLIQUE,3,0
2849,680322.239,811924.09,-809356.86,811924.09,-807863.18,"383333,334",0.0,0.0,44.331169,40797.755334,14.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,JFB01,ACTIVITES DES AGENCES DE PRESSE,JF,INFORMATION ET COMMUNICATION,REPUBLIQUE,61,0
2872,139474.073,0.0,-314.11,0.0,-297.49,0,0.0,0.0,1177.541367,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CEE99,FABRICATION D'AUTRES TEXTILES N.C.A.,CE,INDUSTRIE MANUFACTURIERE,BAB BHAR,66,0
2994,3136760.09,3237847.66,-3628173.94,3237847.66,-3627013.22,0,0.0,0.0,1832.3621925,63119.342652,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CSC02,FABRICATION D'AUTRES FILS ET CABLES ELECTRONIQUES OU ELECTRIQUES,CS,INDUSTRIE MANUFACTURIERE,REPUBLIQUE,6,0
3057,139474.073,0.0,-204.36,0.0,-195.35,0,0.0,0.0,933.570838,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FBC99,CONSTRUCTION D'AUTRES OUVRAGES DE GENIE CIVIL N.C.A.,FB,CONSTRUCTION,LE BARDO,60,0
3289,139474.073,0.0,-176.52,0.0,-169.41,0,0.0,0.0,741.637909,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,KAA01,ACTIVITES DE BANQUE CENTRALE,KA,ACTIVITES FINANCIERES ET D'ASSURANCE,BAB BHAR,63,0
3375,15455883.086,42955883.09,-42756855.1,42955883.09,-42753749.83,"4460659,635",0.0,0.0,281573.588895,101033.885679,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GAA01,COMMERCE DE VOITURES ET DE VEHICULES AUTOMOBILES LEGERS,GA,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,CHARGUIA 1,17,0
3618,139474.073,0.0,-648.17,0.0,-609.11,0,0.0,0.0,3994.614046,364.190342,1.0,5.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FCC04,TRAVAUX DE MIROITERIE DE BATIMENTS; VITRERIE,FC,CONSTRUCTION,SOUSSE,2,0
3637,2518396.071,2870427.09,-2567725.95,2681482.27,-2560705.5,"257790,418",0.0,0.0,1832.3621925,280216.602898,6.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAG99,"CHASSE, PIEGEAGE ET SERVICES ANNEXES",AA,"AGRICULTURE, SYLVICULTURE ET PECHE",TUNIS BELVEDERE,3,0
3761,1067339207.499,1071697594.63,-1081780523.6,1071697594.63,-1081778102.31,0,0.0,0.0,330882.547071,63916477.868482,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,OAC99,SECURITE SOCIALE OBLIGATOIRE,OA,ADMINISTRATION PUBLIQUE,SOUSSE,2,2
3840,139474.073,0.0,-184.42,0.0,-176.77,0,0.0,0.0,796.11229,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FAA99,PROMOTION IMMOBILIERE,FA,CONSTRUCTION,BAB BHAR,66,0
3884,139474.073,0.0,-474.28,0.0,-442.12,0,0.0,0.0,2247.999926,364.190342,134.0579981290926,1.0,P9904,SANS PROFESSION,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,BAB EL ALOUJ,32,1
3893,89.924,89.92,-209.84,89.92,-203.36,0,0.0,0.0,457.64609,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB99,AUTRES CULTURES PERMANENTES,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",BAB BHAR,66,0
3919,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,1832.3621925,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CQA01,FABRICATION DE STRUCTURES METALLIQUES ET DE PARTIES DE STRUCTURES,CQ,INDUSTRIE MANUFACTURIERE,BEN AROUS,30,0
4308,139474.073,0.0,-248.1,0.0,-236.13,0,0.0,0.0,1235.251808,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,BDA02,"EXPLOITATION DE GRAVIERES ET SABLIERES, EXTRACTION D'ARGILES ET DE KAOLIN",BD,INDUSTRIES EXTRACTIVES,HABIB THAMEUR,66,0
4583,139474.073,0.0,-248.87,0.0,-238.58,0,0.0,0.0,741.497586,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCF02,COMMERCE DE DETAIL DE JOURNAUX ET PAPETERIE EN MAGASIN SPECIALISE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,HABIB THAMEUR,47,0
4584,7000.0,7056.0,-14405.86,7056.0,-14280.97,128020,0.0,128020.0,1133.437372,7828.536986,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CSF99,FABRICATION D'AUTRES MATERIELS ELECTRIQUES,CS,INDUSTRIE MANUFACTURIERE,GROMBALIA,6,0
4586,139474.073,0.0,-140.93,0.0,-136.22,0,0.0,0.0,496.170186,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,REPUBLIQUE,1,1
5113,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,84198.778673,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CPE01,FONDERIE DE FONTE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,REPUBLIQUE,66,0
6233,1856529.43,2311120.51,-2477772.08,2311120.51,-2476891.93,0,0.0,0.0,5.109821,257669.107219,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,QAB01,ACTIVITE DES MEDECINS GENERALISTES,QA,SANTE HUMAINE ET ACTION SOCIALE,EL HAFSIA,66,0
6300,2936.741,2936.74,-980.42,2936.74,-525.15,"16893,297",0.0,0.0,1910.210517,1824.12766,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GAC02,COMMERCE DE DETAIL D'EQUIPEMENTS AUTOMOBILES,GA,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,CHARGUIA 1,16,0
6334,139474.073,0.0,-175.09,0.0,-168.07,0,0.0,0.0,731.74272,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CYA02,REPARATION DE MACHINES ET EQUIPEMENTS MECANIQUES,CY,INDUSTRIE MANUFACTURIERE,EZZAHRA,66,0
6604,139474.073,0.0,-142.8,0.0,-142.8,0,0.0,0.0,1832.3621925,1211.157643,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CAE01,EXPLOITATION DE LAITERIES ET FABRICATION DE FROMAGE,CA,INDUSTRIE MANUFACTURIERE,EL OMRANE,32,0
6943,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,1832.3621925,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBA04,"INTERMEDIAIRES DU COMMERCE EN MACHINES, EQUIPEMENTS INDUSTRIELS, NAVIRES ET AVIONS",GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,TUNIS BELVEDERE,66,0
7004,161110.59,195259.74,-187509.06,195259.74,-186838.1,0,0.0,0.0,185.776019,1939.074887,6.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB06,CULTURE D'OLIVIERS,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",CHARGUIA 1,66,0
7206,86.838,253680.53,-300201.68,253680.53,-300198.41,"630170,578",0.0,0.0,1832.3621925,43445.267449,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAE99,CULTURE ET ELEVAGE ASSOCIES,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",HABIB THAMEUR,66,0
7597,139474.073,0.0,-1172.38,0.0,-985.8,0,0.0,0.0,6294.307857,364.190342,134.0579981290926,5.0,P9904,SANS PROFESSION,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,CITE BELVEDERE,51,1
7695,139474.073,0.0,-1380.42,0.0,-1260.32,60831,60831.0,0.0,8304.116923,364.190342,1.0,5.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,HAA99,TRANSPORT FERROVIAIRE INTERURBAIN DE VOYAGEURS,HA,TRANSPORTS ET ENTREPOSAGE,RADES,66,0
8039,139474.073,0.0,-1149.26,0.0,-964.89,0,0.0,0.0,6141.32161,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FAA99,PROMOTION IMMOBILIERE,FA,CONSTRUCTION,SOUSSE,1,0
8493,295109.571,295916.7,-296411.56,295916.7,-295273.54,"417307,903",410017.45,0.0,131.635887,8247.511293,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,JFB01,ACTIVITES DES AGENCES DE PRESSE,JF,INFORMATION ET COMMUNICATION,BAB BHAR,7,0
8782,5040.54,5040.54,-30179.1,5040.54,-29629.32,"12199,99",0.0,0.0,1832.3621925,14970.227301,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB05,CULTURE D'AUTRES FRUITS D'ARBRES OU D'ARBUSTES ET DE FRUITS À COQUE,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",BAB BHAR,66,0
9018,1300.0,1300.0,-1273.36,1300.0,-1262.65,0,0.0,0.0,0.165506,365.896821,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CRG99,FABRICATION DE MATERIELS OPTIQUE ET PHOTOGRAPHIQUE,CR,INDUSTRIE MANUFACTURIERE,EL MENZAH 6,37,0
9139,139474.073,0.0,-649.12,0.0,-599.99,0,0.0,0.0,3416.542616,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,FA,CONSTRUCTION,SOUSSE,1,0
9323,139474.073,0.0,-134.04,0.0,-129.8,0,0.0,0.0,448.621887,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,MAA99,ACTIVITES JURIDIQUES,MA,"ACTIVITES SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES",REPUBLIQUE,66,0
9507,139474.073,0.0,-142.8,0.0,-142.8,5800,0.0,5800.0,0.963643,52.783282,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBD05,COMMERCE DE GROS DE PARFUMERIE ET DE PRODUITS DE BEAUTE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,BAB BHAR,37,0
10952,139474.073,14100.68,-15054.94,14100.68,-14906.25,"11326,521",0.0,0.0,2255.756813,0.0,137.0,0.0,P9901,RETRAITES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,BEN AROUS,9,1
10971,139474.073,389.95,-268.67,389.95,-176.05,0,0.0,0.0,201.925208,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCE04,COMMERCE DE DETAIL D'APPAREILS ELECTROMENAGERS EN MAGASIN SPECIALISE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,BAB BHAR,30,0
11049,400000.0,640000.0,-641609.73,640000.0,-640827.17,0,0.0,0.0,78.827263,41662.600136,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CRA01,FABRICATION DE COMPOSANTS ELECTRONIQUES,CR,INDUSTRIE MANUFACTURIERE,EL MENZAH 1,66,0
11212,139474.073,31.85,-0.0,31.85,-0.0,224670,0.0,224670.0,1832.3621925,1965.232112,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,CPD04,METALLURGIE DU CUIVRE,CP,INDUSTRIE MANUFACTURIERE,SOUSSE,9,0
11267,139474.073,0.0,-187.25,0.0,-182.95,0,0.0,0.0,329.721616,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,IAB99,HEBERGEMENT TOURISTIQUE ET AUTRE HEBERGEMENT DE COURTE DUREE,IA,HEBERGEMENT ET RESTAURATION,BAB BHAR,37,0
11474,10283.2,10283.2,-9919.4,10283.2,-9878.01,0,0.0,0.0,1832.3621925,415.476534,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,NEC99,SERVICES D'AMENAGEMENT PAYSAGER,NE,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,BAB BHAR,41,0
11505,1120437.261,764248.55,-1145498.22,764248.55,-1143283.6,0,0.0,0.0,873.7864,75569.182115,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,MBB99,CONSEIL POUR LES AFFAIRES ET AUTRES CONSEILS DE GESTION,MB,"ACTIVITES SPECIALISEES, SCIENTIFIQUES ET TECHNIQUES",TUNIS BELVEDERE,9,0
11530,3740000.0,3740000.0,-3853572.19,3740000.0,-3853520.78,7250000,0.0,7250000.0,1832.3621925,79352.397915,20.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,KAD01,CREDIT-BAIL,KA,ACTIVITES FINANCIERES ET D'ASSURANCE,CITE EL MAHRAJENE,32,0
12396,139474.073,0.0,-1302.51,0.0,-373.34,"3522,161",0.0,0.0,3138.057438,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,NDB99,ACTIVITES LIEES AUX SYSTEMES DE SECURITE,ND,ACTIVITES DE SERVICES ADMINISTRATIFS ET DE SOUTIEN,SOUSSE,5,0
12857,563086.244,563086.24,-586335.53,563086.24,-585376.74,0,0.0,0.0,1832.3621925,34977.235624,134.0579981290926,0.0,P0505,BIOLOGISTES,FAB99,CONSTRUCTION DE BATIMENTS RESIDENTIELS ET NON RESIDENTIELS,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,BAB BHAR,32,1
12868,139474.073,0.0,-161.75,0.0,-159.92,0,0.0,0.0,159.232989,364.190342,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,IAD99,AUTRES HEBERGEMENTS,IA,HEBERGEMENT ET RESTAURATION,MEGRINE RIADH,32,0
12942,852214.172,38784504.02,-38888909.32,30784504.02,-38887780.58,1900000,0.0,1900000.0,13308.332021,86080.375619,51.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBA04,"INTERMEDIAIRES DU COMMERCE EN MACHINES, EQUIPEMENTS INDUSTRIELS, NAVIRES ET AVIONS",GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,ARIANA,4,0
13426,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,1832.3621925,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GBG06,COMMERCE DE GROS DE PRODUITS CHIMIQUES,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,BIR EL BEY,34,0
13514,856269.777,885868.76,-883213.58,885868.76,-882875.47,0,0.0,0.0,37.24829,11945.973849,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB05,CULTURE D'AUTRES FRUITS D'ARBRES OU D'ARBUSTES ET DE FRUITS À COQUE,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",BAB BHAR,31,0
13673,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,"39868,528",0.0,0.0,618.29738,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,AAB99,AUTRES CULTURES PERMANENTES,AA,"AGRICULTURE, SYLVICULTURE ET PECHE",TUNIS,34,0
13773,437981.73,779817.26,-686972.66,450742.82,-681402.01,"787905,987",0.0,0.0,7418.963764,24802.184742,17.0,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GCA03,COMMERCE DE DETAIL DE  PRODUITS DIVERS DE L'ARTISANAT,GC,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,REPUBLIQUE,3,0
14075,172191.001,172191.0,-183872.6,172191.0,-183373.7,0,0.0,0.0,299.268953,3737.14466,134.0579981290926,5.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,FCB02,TRAVAUX DE PLOMBERIE ET INSTALLATION DE CHAUFFAGE ET DE CONDITIONNEMENT D'AIR,FC,CONSTRUCTION,REPUBLIQUE,31,0
14093,400.0,400.0,-544.88,400.0,-521.42,0,0.0,0.0,1585.782016,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,SCA02,COIFFURE ET SOINS DE BEAUTE,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,SOUSSE,8,0
14095,139474.073,3485166.04,-3473246.26,2971426.56,-3521324.16,0,0.0,0.0,1832.3621925,0.0,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,HAD01,TRANSPORTS ROUTIERS DE FRET,GB,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,A 5E ET LAFAYETTE,30,0
14150,729.395,729.4,-0.0,729.4,-0.0,0,0.0,0.0,1832.3621925,18782.075887,134.0579981290926,0.0,P1099,AUTRES COMMERCANTS ET ASSIMILES,GAB99,ENTRETIEN ET REPARATION DE VEHICULES AUTOMOBILES,GA,COMMERCE; REPARATION D'AUTOMOBILES ET DE MOTOCYCLES,CHARGUIA 1,28,0
